sentences	audioFilename
इंद्रधोणूच्या सात कांतीं मदल्या एका कांतीक रंग अशें म्णणटात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0077_S-0344.wav
सगळ्याचें रक्त तांबडे.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0403_S-0343.wav
तप केल्याशिवाय फळ प्राप्त जायना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0228_S-0295.wav
हासप हें सगळ्या दुवेसाचेर बरें वखद.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0360_S-0131.wav
आयज मळबांन काळी कुपां पसरल्यात घडये पावस पडटलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0362_S-0410.wav
आयज वचत थंय झाडां कापून इमारत बांदपाचे काम जोरान चल्ला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0323_S-0028.wav
मनोहर पर्रिकार हांका गोंयकार भाऊ ह्या टोपण नांवान वळखतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0433_S-0063.wav
शिपयो एकठांय करप हो संकेताचो छंद आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0027_S-0170.wav
भुरग्यांक बरें कितें तेंच शिकय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0086.wav
रमा आंज जावन समक्ष आयलें म्हूण बरें दिसलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0016.wav
घोडो गतिमान तेज आसता म्हूण तो म्हाका खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0203_S-0096.wav
दत्ता नायक हो एक व्हड कोंकणी लेखक आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0423_S-0129.wav
सीतेचो सांबाळ करपाचें उतर लक्ष्मणान रामाक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0031_S-0245.wav
अशें म्हणतात बायलांमदीं खूब सहनशक्त आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0213_S-0375.wav
गोंयचेर पोर्तुगेजांची हुकमत आशिल्ली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0403_S-0326.wav
आयज वेंठबिगारी वाडत चल्ल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0212.wav
महानंद नायक आयच्या तारखेक सगळ्यात व्हडलो गुंड अशें लोकांचे मत आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0037_S-0221.wav
सांसठ रूपया दिवन हावें गजरो विकतो घेतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0393.wav
राम अथवा रावण हांचेंभितर एकलो युध्द जिकतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0017_S-0253.wav
अंधविश्वास भारतातल्यान नाच जावपाक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0461_S-0272.wav
सप्तकाच्या दिसांनी देवळांनी प्रवचनां आनी भजनां जायत रावतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0461_S-0163.wav
सगळे वचात आनी अभ्यास करपाक लागात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0457_S-0024.wav
वागोणेक पळोवन तिणें आंग काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0362_S-0014.wav
म्हैसूराच्या अभयारण्यांत एक सोबीत हरण आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0400_S-0009.wav
हारशान दिसता तें आपलेंच प्रतिरूप.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0442_S-0293.wav
मडगांवच्या बाजारांक हिंदू आनी मुस्लिम हांचे भितर झगडी पेटली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0256_S-0187.wav
साखरेचो मोल साठ रूपया किलो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0203_S-0209.wav
अकस्मात पावसाचो व्हड वझरो आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0434_S-0192.wav
ईश्वरा प्रती मनांत श्रध्दाभाव आसप गरजेचो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0039.wav
औरंगजेब एकतंत्री राजा आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0457_S-0111.wav
दत्ता नायक हो एक व्हड कोंकणी लेखक आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0129.wav
रामाचो अदमास केंन्नाच चुकना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0032_S-0262.wav
रमेशान देवाक फुलछडी ओंपली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0173.wav
हांव आयज शिवराक जेवतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0366_S-0369.wav
चरित्र हेंच सगळ्यात व्हडलें धन.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0086_S-0284.wav
मनोहरराय सरदेसाय हे कोंकणीचे अजरंवर कवी.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0446_S-0045.wav
भारतभर चालू जाल्ल्या लोकसभा वेंचणूकांचो आयज शेवट जालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0442_S-0204.wav
नुसी हॉस्पिटलांत दुवेंताची शुश्रुष उत्तम तरेन जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0385.wav
घणसाबैल  दर एका घराकडेन वचून सुंदर नाच करून लोकांचे मनरिजवण करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0366_S-0083.wav
कोणाची अथक कार पडिल्ली आशिल्ली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0086_S-0255.wav
आदीं काळा सावन चलत आयिल्ली परपंरा सांबाळप हें कर्तव्य.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0323_S-0018.wav
उपरांत माकडान कोल्याक पोटभर खावंक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0323_S-0121.wav
हांव उडंग करून चित्रां पळयतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0401_S-0050.wav
मुंबय जाल्ल्या हमल्या उपरांत आतां आनी थंय रावपाक अर्थ ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0302_S-0002.wav
चैत्र पौर्णिमेच्या दिसा निराकार देवाक मखरान आनी सांगडान बसयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0281_S-0130.wav
रांनपघरांतल्यान आयदनांचो ठणठण आवाज आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0213.wav
कुंडय हांगा गोंयची सगळ्यात व्हडली उद्देगीक वसाहत आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0301_S-0218.wav
मळबान पावसाची चिन्नां दिसतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0033_S-0311.wav
रामनवमीक प्रसाद पंगत घेवपाक गर्दी जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0141.wav
राजेश एक व्हड संगीतकार जावपाचे स्वप्न पळयता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0349.wav
गोपी शेठ भांगराचे काम बरें करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0286_S-0208.wav
पैंगिणचो टको उत्सव सबंद गोंयान फामाद आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0038_S-0196.wav
शंतनू अभ्यासाक गाढव आसल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0236.wav
भुरग्यांक बरें कितें तेंच शिकय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0077_S-0086.wav
देवधर हो एक उत्कृश्ठ गायक जावन आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0471_S-0273.wav
पावसा दिसांनी जळार भयंकर जातात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0032_S-0180.wav
गटारांत एक सवणें मरून पडिल्लें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0077.wav
सागराक अपघातक जखम जाली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0228_S-0178.wav
घरांनी जाण्टें मनिस पायजमो घालतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0446_S-0181.wav
महानंद नायकाचेर गांवच्या लोकांक पयलींच संशय आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0373.wav
रानांत वाघाची डरकाळ आयकोन शेंवतू भिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0289_S-0215.wav
समराची भयण आयज मुंबय वता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0426_S-0335.wav
आतंकवादी सगळ्यांच्या मरणाचो फरमान घेवनच मुंबय आयिल्लें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0296_S-0297.wav
घोडो गतिमान तेज आसता म्हूण तो म्हाका खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0096.wav
रमा सदांच बऱ्या नंबरानी पास जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0306_S-0166.wav
